TITLE: Water balance - stream discharge from Degerö catchment north-eastern Sweden
SITES STATION: Svartberget Research Station
TIME PERIOD: 2012-04-25 - 2023-11-23
TIME RESOLUTION: Daily
TIME ZONE: UTC +1
SAMPLING POINT: Degerö, C18
LATITUDE: 64.188711
LONGITUDE: 19.543273
ALTITUDE: 265.8 m a.s.l

FILE RETRIEVED FROM: https://data.fieldsites.se
DATA POLICY: SITES data is licensed under a Creative Commons Attribution 4.0 international license (http://creativecommons.org/licenses/by/4.0/).

COMMENTS: Equation: Q = A * SL^B [m3 s-1, m], for stream level data see CSV: SITES_WB-SL_SVB-DEG-C18_20090417-20231123_L2_daily.csv - https://meta.fieldsites.se/objects/zt8K4r9_Mbh8wHfcp83lvpmk
Document - Description of flume see PDF: SITES_WB-Q_SVB_DEG-C18_discharge-description_from_2012.pdf - https://meta.fieldsites.se/objects/ntI69_FEOojpTH6jml-X5tmF, Catchment area 2.729 km2

PARAMETERS AND UNITS: Q (m3 s-1)

PARAMETER AND COLUMN INFO:
TIMESTAMP - Time in [YYYY-MM-DD] UTC+1
Q - discharge (m3 s-1) daily average of 5 min sampling intervals calculated from stream level data and flume characteristics.
####
TIMESTAMP,Q
2014-05-20,0.024429514
2014-05-21,0.02295743
2014-05-22,0.021756382
2014-05-23,0.020538854
2014-05-24,0.018708099
2014-05-25,0.026369954
2014-05-26,0.05898614
2014-05-27,0.088396612
2014-05-28,0.083074112
2014-05-29,0.066470873
2014-05-30,0.051521079
2014-05-31,0.04735089
2014-06-01,0.041216319
2014-06-02,0.033126376
2014-06-03,0.026288569
2014-06-04,0.021869134
2014-06-05,0.019288901
2014-06-06,0.018065081
2014-06-07,0.016443602
2014-06-08,0.020422842
2014-06-09,0.024548584
2014-06-10,0.036068308
2014-06-11,0.038902353
2014-06-12,0.040745535
2014-06-13,0.033866413
2014-06-14,0.026254762
2014-06-15,0.020830327
2014-06-16,0.016959968
2014-06-17,0.014497276
2014-06-18,0.013244425
2014-06-19,0.011802602
2014-06-20,0.012221867
2014-06-21,0.011800049
2014-06-22,0.011419402
2014-06-23,0.010594329
2014-06-24,0.009727012
2014-06-25,0.008779078
2014-06-26,0.007939312
2014-06-27,0.007192092
2014-06-28,0.006469037
2014-06-29,0.005871682
2014-06-30,0.005473704
2014-07-01,0.005160413
2014-07-02,0.004965094
2014-07-03,0.00531241
2014-07-04,0.005214622
2014-07-05,0.004861683
2014-07-06,0.004497806
2014-07-07,0.004124439
2014-07-08,0.003759714
2014-07-09,0.003430937
2014-07-10,0.003150659
2014-07-11,0.00288462
2014-07-12,0.002639501
2014-07-13,0.00240506
2014-07-14,0.002368229
2014-07-15,0.002300545
2014-07-16,0.00265545
2014-07-17,0.002904687
2014-07-18,0.00292938
2014-07-19,0.002876768
2014-07-20,0.002751321
2014-07-21,0.002622448
2014-07-22,0.002352243
2014-07-23,0.002185636
2014-07-24,0.002002832
2014-07-25,0.001832222
2014-07-26,0.001683943
2014-07-27,0.001574603
2014-07-28,0.001529234
2014-07-29,0.001440416
2014-07-30,0.001468255
2014-07-31,0.001424732
2014-08-01,0.001437764
2014-08-02,0.001434027
2014-08-03,0.001341366
2014-08-04,0.001261162
2014-08-05,0.00119606
2014-08-06,0.001118287
2014-08-07,0.001366721
2014-08-08,0.001502231
2014-08-09,0.001625616
2014-08-10,0.001684842
2014-08-11,0.001719592
2014-08-12,0.002225011
2014-08-13,0.002120249
2014-08-14,0.002153354
2014-08-15,0.00219275
2014-08-16,0.002184317
2014-08-17,0.00214079
2014-08-18,0.003060074
2014-08-19,0.004034117
2014-08-20,0.004747977
2014-08-21,0.005604558
2014-08-22,0.008233202
2014-08-23,0.011934722
2014-08-24,0.016102258
2014-08-25,0.023514462
2014-08-26,0.028657971
2014-08-27,0.028545775
2014-08-28,0.025919529
2014-08-29,0.023132088
2014-08-30,0.020266743
2014-08-31,0.017510449
2014-09-01,0.015202521
2014-09-02,0.013349747
2014-09-03,0.011930069
2014-09-04,0.010704858
2014-09-05,0.009609958
2014-09-06,0.008680749
2014-09-07,0.007908941
2014-09-08,0.00729034
2014-09-09,0.006785972
2014-09-10,0.006307853
2014-09-11,0.005787698
2014-09-12,0.005395406
2014-09-13,0.005046883
2014-09-14,0.004757993
2014-09-15,0.004446445
2014-09-16,0.004208939
2014-09-17,0.004055472
2014-09-18,0.003903746
2014-09-19,0.00377356
2014-09-20,0.003683804
2014-09-21,0.003789206
2014-09-22,0.00405295
2014-09-23,0.003933989
2014-09-24,0.003896348
2014-09-25,0.003822696
2014-09-26,0.003986714
2014-09-27,0.004227458
2014-09-28,0.004222266
2014-09-29,0.004178983
2014-09-30,0.004058646
2014-10-01,0.0039379
2014-10-02,0.003863521
2014-10-03,0.003753104
2014-10-04,0.003716659
2014-10-05,0.003690462
2014-10-06,0.003629079
2014-10-07,0.003559742
2014-10-08,0.004491444
2014-10-09,0.017940066
2014-10-10,0.057945697
2014-10-11,0.085701012
2014-10-12,0.083816086
2014-10-13,0.071466619
2014-10-14,0.061824173
2014-10-15,0.050483714
2014-10-16,0.041771492
2014-10-17,0.034155774
2014-10-18,0.027370287
2014-10-19,0.026462256
2014-10-20,0.026431218
2014-10-21,0.025175814
2014-10-22,0.022909495
2014-10-23,0.02011747
2014-10-24,0.026173937
2014-10-25,0.062953565
2014-10-26,0.091004021
2014-10-27,0.093676915
2014-10-28,0.081560336
2014-10-29,0.072114286
2014-10-30,0.057752029
2014-10-31,0.045874476
2014-11-01,0.035354111
2014-11-02,0.038198916
2014-11-03,0.049307053
2014-11-04,0.0539666
2014-11-05,0.046281894
2014-11-06,0.0345507
2014-11-07,0.0268662
2014-11-08,0.022800126
2014-11-09,0.020378087
2014-11-10,0.020140289
2014-11-11,0.025224662
2014-11-12,0.026181915
2014-11-13,0.022211969
2014-11-14,0.019272279
2014-11-15,0.017369287
2014-11-16,0.015933685
2014-11-17,0.015103009
2014-11-18,0.0142185
2014-11-19,0.01343155
2014-11-20,0.012598429
2014-11-21,0.011819439
2014-11-22,0.010899668
2014-11-23,0.010049797
2014-11-24,0.012728924
2014-11-25,0.024784236
2014-11-26,0.02833293
2014-11-27,0.026728716
2014-11-28,0.023138172
2014-11-29,0.019478628
2014-11-30,0.016500881
2014-12-01,0.014332781
2014-12-02,0.012878692
2014-12-03,0.011822026
2014-12-04,0.010835397
2014-12-05,0.010072257
2014-12-06,0.009512632
2014-12-07,0.00894204
2014-12-08,0.00855662
2014-12-09,0.007833163
2014-12-10,0.007492216
2014-12-11,0.007199586
2014-12-12,0.006818136
2014-12-13,0.00649598
2014-12-14,0.006113801
2014-12-15,0.006801309
2014-12-16,0.00696727
2014-12-17,0.006404325
2014-12-18,0.006106398
2014-12-19,0.005959027
2014-12-20,0.005756161
2014-12-21,0.0054693
2014-12-22,0.005288301
2014-12-23,0.005162746
2014-12-24,0.004980006
2014-12-25,0.004740403
2014-12-26,0.004512485
2014-12-27,0.004358784
2014-12-28,0.004100684
2014-12-29,0.003786848
2014-12-30,0.003598764
2014-12-31,0.003617128
2015-01-01,0.004186141
2015-01-02,0.005109343
2015-01-03,0.006805991
2015-01-04,0.007728155
2015-01-05,0.007599917
2015-01-06,0.007031249
2015-01-07,0.006415106
2015-01-08,0.005975201
2015-01-09,0.005640634
2015-01-10,0.005399281
2015-01-11,0.005251624
2015-01-12,0.005203535
2015-01-13,0.004966068
2015-01-14,0.004772788
2015-01-15,0.004556637
2015-01-16,0.004494304
2015-01-17,0.004367701
2015-01-18,0.004196106
2015-01-19,0.004030549
2015-01-20,0.003875794
2015-01-21,0.00373494
2015-01-22,0.0036208
2015-01-23,0.00356591
2015-01-24,0.003418814
2015-01-25,0.003324348
2015-01-26,0.003295926
2015-01-27,0.003263766
2015-01-28,0.003289568
2015-01-29,0.003381171
2015-01-30,0.003420946
2015-01-31,0.00336253
2015-02-01,0.003260659
2015-02-02,0.003095597
2015-02-03,0.002868208
2015-02-04,0.002601704
2015-02-05,0.002322773
2015-02-06,0.002184066
2015-02-07,0.002224959
2015-02-08,0.002248153
2015-02-09,0.002277951
2015-02-10,0.002780751
2015-02-11,0.004050452
2015-02-12,0.004031837
2015-02-13,0.003812592
2015-02-14,0.003903514
2015-02-15,0.003841263
2015-02-16,0.003751093
2015-02-17,0.003754258
2015-02-18,0.003642023
2015-02-19,0.003736647
2015-02-20,0.003998253
2015-02-21,0.003788464
2015-02-22,0.003745045
2015-02-23,0.003698553
2015-02-24,0.003805068
2015-02-25,0.003795596
2015-02-26,0.003738655
2015-02-27,0.003671292
2015-02-28,0.003600051
2015-03-01,0.003595644
2015-03-02,0.003694688
2015-03-03,0.003747303
2015-03-04,0.003694426
2015-03-05,0.003584099
2015-03-06,0.003513215
2015-03-07,0.00361417
2015-03-08,0.00388602
2015-03-09,0.004160378
2015-03-10,0.004005753
2015-03-11,0.003856512
2015-03-12,0.003694458
2015-03-13,0.003591943
2015-03-14,0.003533531
2015-03-15,0.003475935
2015-03-16,0.003468739
2015-03-17,0.00349785
2015-03-18,0.003520381
2015-03-19,0.003653808
2015-03-20,0.003723986
2015-03-21,0.00374467
2015-03-22,0.003818905
2015-03-23,0.004094594
2015-03-24,0.004384218
2015-03-25,0.004202694
2015-03-26,0.003953599
2015-03-27,0.003797837
2015-03-28,0.003768019
2015-03-29,0.003757599
2015-03-30,0.003857282
2015-03-31,0.003957003
2015-04-01,0.003881693
2015-04-02,0.003768804
2015-04-03,0.003661639
2015-04-04,0.003522636
2015-04-05,0.003438263
2015-04-06,0.003493652
2015-04-07,0.004930379
2015-04-08,0.007457714
2015-04-09,0.012104502
2015-04-10,0.023740144
2015-04-11,0.0442823
2015-04-12,0.086358783
2015-04-13,0.143467677
2015-04-14,0.14868927
2015-04-15,0.15385396
2015-04-16,0.166228973
2015-04-17,0.190063112
2015-04-18,0.198644525
2015-04-19,0.286995162
2015-04-20,0.420427736
2015-04-21,0.407163603
2015-04-22,0.350824345
2015-04-23,0.315041142
2015-04-24,0.251758545
2015-04-25,0.205819985
2015-04-26,0.175818339
2015-04-27,0.171209122
2015-04-28,0.157048159
2015-04-29,0.140004323
2015-04-30,0.124146818
2015-05-01,0.116588466
2015-05-02,0.109993986
2015-05-03,0.101389408
2015-05-04,0.092236035
2015-05-05,0.084404786
2015-05-06,0.081036683
2015-05-07,0.086958151
2015-05-08,0.081685537
2015-05-09,0.076773629
2015-05-10,0.069371191
2015-05-11,0.062491508
2015-05-12,0.057207282
2015-05-13,0.054140759
2015-05-14,0.049576873
2015-05-15,0.054224282
2015-05-16,0.052398566
2015-05-17,0.0484096
2015-05-18,0.046314938
2015-05-19,0.045526305
2015-05-20,0.049795003
2015-05-21,0.052365058
2015-05-22,0.049076799
2015-05-23,0.055946975
2015-05-24,0.056056646
2015-05-25,0.051948641
2015-05-26,0.052562144
2015-05-27,0.083728393
2015-05-28,0.094988282
2015-05-29,0.088605815
2015-05-30,0.077305257
2015-05-31,0.065808957
2015-06-01,0.068150679
2015-06-02,0.06538723
2015-06-03,0.06164158
2015-06-04,0.057985832
2015-06-05,0.047702004
2015-06-06,0.042242682
2015-06-07,0.054646384
2015-06-08,0.054534853
2015-06-09,0.047084249
2015-06-10,0.040042899
2015-06-11,0.033076782
2015-06-12,0.027521432
2015-06-13,0.024655355
2015-06-14,0.021251508
2015-06-15,0.019463011
2015-06-16,0.01668748
2015-06-17,0.014005649
2015-06-18,0.012181988
2015-06-19,0.010655588
2015-06-20,0.00935466
2015-06-21,0.008115109
2015-06-22,0.007085601
2015-06-23,0.006453419
2015-06-24,0.007115203
2015-06-25,0.011060325
2015-06-26,0.010751182
2015-06-27,0.019201284
2015-06-28,0.018061835
2015-06-29,0.016904239
2015-06-30,0.019914135
2015-07-01,0.018226007
2015-07-02,0.015501011
2015-07-03,0.013020782
2015-07-04,0.011010563
2015-07-05,0.009331585
2015-07-06,0.008102675
2015-07-07,0.011483204
2015-07-08,0.01224285
2015-07-09,0.013630532
2015-07-10,0.021405877
2015-07-11,0.024103381
2015-07-12,0.026444855
2015-07-13,0.024196947
2015-07-14,0.020818819
2015-07-15,0.021056679
2015-07-16,0.020031114
2015-07-17,0.01798505
2015-07-18,0.016498122
2015-07-19,0.017154799
2015-07-20,0.014766944
2015-07-21,0.012587198
2015-07-22,0.01201379
2015-07-23,0.011780553
2015-07-24,0.010798832
2015-07-25,0.010020024
2015-07-26,0.012866087
2015-07-27,0.030035186
2015-07-28,0.047719292
2015-07-29,0.049568993
2015-07-30,0.052113973
2015-07-31,0.051434856
2015-08-01,0.046624681
2015-08-02,0.04320015
2015-08-03,0.044513699
2015-08-04,0.035125917
2015-08-05,0.028486378
2015-08-06,0.024442389
2015-08-07,0.020956769
2015-08-08,0.017600146
2015-08-09,0.014919773
2015-08-10,0.012973831
2015-08-11,0.011400869
2015-08-12,0.010208795
2015-08-13,0.008915637
2015-08-14,0.007839371
2015-08-15,0.00696608
2015-08-16,0.00621678
2015-08-17,0.005536011
2015-08-18,0.004998335
2015-08-19,0.004557339
2015-08-20,0.004173643
2015-08-21,0.003871002
2015-08-22,0.003574748
2015-08-23,0.003348647
2015-08-24,0.003135968
2015-08-25,0.002960649
2015-08-26,0.002853966
2015-08-27,0.002804563
2015-08-28,0.003545494
2015-08-29,0.003338011
2015-08-30,0.003235871
2015-08-31,0.003102957
2015-09-01,0.002996398
2015-09-02,0.00287263
2015-09-03,0.00274825
2015-09-04,0.002661138
2015-09-05,0.002619907
2015-09-06,0.002573777
2015-09-07,0.002505089
2015-09-08,0.002411916
2015-09-09,0.002330092
2015-09-10,0.002240751
2015-09-11,0.002159698
2015-09-12,0.002106584
2015-09-13,0.002078401
2015-09-14,0.002062597
2015-09-15,0.002023943
2015-09-16,0.002356846
2015-09-17,0.003678937
2015-09-18,0.026687335
2015-09-19,0.062229539
2015-09-20,0.08832879
2015-09-21,0.084741254
2015-09-22,0.073562344
2015-09-23,0.06581655
2015-09-24,0.064242912
2015-09-25,0.062055849
2015-09-26,0.057399166
2015-09-27,0.04940956
2015-09-28,0.041111066
2015-09-29,0.034558983
2015-09-30,0.030354251
2015-10-01,0.026748984
2015-10-02,0.025580506
2015-10-03,0.022720411
2015-10-04,0.02025262
2015-10-05,0.017815794
2015-10-06,0.015452213
2015-10-07,0.013796969
2015-10-08,0.012732388
2015-10-09,0.011882476
2015-10-10,0.010995961
2015-10-11,0.010325326
2015-10-12,0.009745295
2015-10-13,0.009227753
2015-10-14,0.008845143
2015-10-15,0.008558929
2015-10-16,0.008352087
2015-10-17,0.008089126
2015-10-18,0.007770179
2015-10-19,0.007341994
2015-10-20,0.006931508
2015-10-21,0.007070063
2015-10-22,0.008137044
2015-10-23,0.009045233
2015-10-24,0.008629207
2015-10-25,0.009154367
2015-10-26,0.00940656
2015-10-27,0.009115729
2015-10-28,0.008373598
2015-10-29,0.00787135
2015-10-30,0.007273083
2015-10-31,0.006926391
2015-11-01,0.00696376
2015-11-02,0.007241126
2015-11-03,0.007389657
2015-11-04,0.00746719
2015-11-05,0.007096709
2015-11-06,0.006859792
2015-11-07,0.00801952
2015-11-08,0.010257099
2015-11-09,0.01133127
2015-11-10,0.015468546
2015-11-11,0.016822037
2015-11-12,0.016326937
2015-11-13,0.015504942
2015-11-14,0.019371069
2015-11-15,0.01871852
2015-11-16,0.018160219
2015-11-17,0.021089661
2015-11-18,0.024207604
2015-11-19,0.025441911
2015-11-20,0.025946821
2015-11-21,0.024338094
2015-11-22,0.021614005
2015-11-23,0.018519856
2015-11-24,0.016130062
2015-11-25,0.015486472
2015-11-26,0.014719084
2015-11-27,0.014019195
2015-11-28,0.015888354
2015-11-29,0.017241388
2015-11-30,0.021685443
2015-12-01,0.021625202
2015-12-02,0.02089868
2015-12-03,0.019447363
2015-12-04,0.018403226
2015-12-05,0.017705747
2015-12-06,0.017555993
2015-12-07,0.016535851
2015-12-08,0.015121693
2015-12-09,0.01584344
2015-12-10,0.016702898
2015-12-11,0.017602831
2015-12-12,0.016603712
2015-12-13,0.015387641
2015-12-14,0.013801733
2015-12-15,0.012221091
2015-12-16,0.011117547
2015-12-17,0.010404341
2015-12-18,0.010160808
2015-12-19,0.009555615
2015-12-20,0.008994591
2015-12-21,0.014117194
2015-12-22,0.013331496
2015-12-23,0.01324006
2015-12-24,0.013311485
2015-12-25,0.02236864
2015-12-26,0.02605484
2015-12-27,0.025162309
2015-12-28,0.023666383
2015-12-29,0.020856996
2015-12-30,0.018716641
2015-12-31,0.016875728
2016-01-01,0.015561273
2016-01-02,0.014200628
2016-01-03,0.013057163
2016-01-04,0.012172355
2016-01-05,0.011172971
2016-01-06,0.010135443
2016-01-07,0.009027335
2016-01-08,0.008051495
2016-01-09,0.007293209
2016-01-10,0.00654775
2016-01-11,0.005930424
2016-01-12,0.005592482
2016-01-13,0.005332895
2016-01-14,0.005088475
2016-01-15,0.004851065
2016-01-16,0.004619355
2016-01-17,0.004418609
2016-01-18,0.004256887
2016-01-19,0.004064433
2016-01-20,0.003917417
2016-01-21,0.003718593
2016-01-22,0.003586503
2016-01-23,0.003470495
2016-01-24,0.003409088
2016-01-25,0.003333567
2016-01-26,0.003317553
2016-01-27,0.003284592
2016-01-28,0.003232837
2016-01-29,0.003193055
2016-01-30,0.00320944
2016-01-31,0.003149854
2016-02-01,0.003080569
2016-02-02,0.003056255
2016-02-03,0.002991029
2016-02-04,0.002936474
2016-02-05,0.002863882
2016-02-06,0.002848054
2016-02-07,0.002883894
2016-02-08,0.003007266
2016-02-09,0.003043288
2016-02-10,0.003011334
2016-02-11,0.002980577
2016-02-12,0.002944525
2016-02-13,0.002869518
2016-02-14,0.002764376
2016-02-15,0.002630888
2016-02-16,0.002440158
2016-02-17,0.002197931
2016-02-18,0.001989515
2016-02-19,0.00191409
2016-02-20,0.001938369
2016-02-21,0.002156448
2016-02-22,0.002276489
2016-02-23,0.002336624
2016-02-24,0.002371062
2016-02-25,0.00234671
2016-02-26,0.002306267
2016-02-27,0.002295302
2016-02-28,0.002247997
2016-02-29,0.002208989
2016-03-01,0.002210847
2016-03-02,0.002218252
2016-03-03,0.002181382
2016-03-04,0.002178281
2016-03-05,0.002153923
2016-03-06,0.002145003
2016-03-07,0.002163725
2016-03-08,0.002204017
2016-03-09,0.002196467
2016-03-10,0.002184595
2016-03-11,0.00217511
2016-03-12,0.002160902
2016-03-13,0.002160127
2016-03-14,0.002169763
2016-03-15,0.002873505
2016-03-16,0.005014358
2016-03-17,0.005110088
2016-03-18,0.004842487
2016-03-19,0.004649967
2016-03-20,0.004612944
2016-03-21,0.004506575
2016-03-22,0.004322611
2016-03-23,0.004210739
2016-03-24,0.004059536
2016-03-25,0.004001491
2016-03-26,0.003921123
2016-03-27,0.00400355
2016-03-28,0.00448766
2016-03-29,0.005648206
2016-03-30,0.008433715
2016-03-31,0.010087071
2016-04-01,0.011500067
2016-04-02,0.012326191
2016-04-03,0.014008749
2016-04-04,0.018178201
2016-04-05,0.02152705
2016-04-06,0.030135987
2016-04-07,0.056249228
2016-04-08,0.073135139
2016-04-09,0.096436442
2016-04-10,0.129402078
2016-04-11,0.159897506
2016-04-12,0.180972753
2016-04-13,0.158732265
2016-04-14,0.127520212
2016-04-15,0.105403186
2016-04-16,0.106481705
2016-04-17,0.137241754
2016-04-18,0.142532556
2016-04-19,0.144558107
2016-04-20,0.147261405
2016-04-21,0.143566479
2016-04-22,0.145110336
2016-04-23,0.145182034
2016-04-24,0.140438368
2016-04-25,0.122540218
2016-04-26,0.097444673
2016-04-27,0.106841199
2016-04-28,0.146147097
2016-04-29,0.351489252
2016-04-30,0.3327616
2016-05-01,0.276861359
2016-05-02,0.236478458
2016-05-03,0.210352912
2016-05-04,0.19005521
2016-05-05,0.175546576
2016-05-06,0.156011111
2016-05-07,0.13679602
2016-05-08,0.117000743
2016-05-09,0.100055819
2016-05-10,0.094070131
2016-05-11,0.087096174
2016-05-12,0.077271208
2016-05-13,0.069135317
2016-05-14,0.059451978
2016-05-15,0.051504648
2016-05-16,0.043591131
2016-05-17,0.037406378
2016-05-18,0.031703027
2016-05-19,0.03087383
2016-05-20,0.029579342
2016-05-21,0.027376468
2016-05-22,0.025595526
2016-05-23,0.024703349
2016-05-24,0.031128501
2016-05-25,0.030255122
2016-05-26,0.028360915
2016-05-27,0.024149188
2016-05-28,0.02072692
2016-05-29,0.017975661
2016-05-30,0.015456944
2016-05-31,0.01325615
2016-06-01,0.011240312
2016-06-02,0.0097154
2016-06-03,0.008345985
2016-06-04,0.007085458
2016-06-05,0.006087064
2016-06-06,0.00530252
2016-06-07,0.004747983
2016-06-08,0.004324273
2016-06-09,0.003911963
2016-06-10,0.003856579
2016-06-11,0.003709597
2016-06-12,0.003508879
2016-06-13,0.003297423
2016-06-14,0.0033147
2016-06-15,0.003240529
2016-06-16,0.003065611
2016-06-17,0.003528487
2016-06-18,0.004275367
2016-06-19,0.005044767
2016-06-20,0.004404615
2016-06-21,0.004274801
2016-06-22,0.004147066
2016-06-23,0.003974483
2016-06-24,0.004002762
2016-06-25,0.005122032
2016-06-26,0.005269882
2016-06-27,0.005176007
2016-06-28,0.005401125
2016-06-29,0.005028992
2016-06-30,0.004867259
2016-07-01,0.004571174
2016-07-02,0.00511286
2016-07-03,0.007431247
2016-07-04,0.006940894
2016-07-05,0.007399954
2016-07-06,0.007057138
2016-07-07,0.00643107
2016-07-08,0.0062734
2016-07-09,0.006740267
2016-07-10,0.006669193
2016-07-11,0.006152175
2016-07-12,0.005688779
2016-07-13,0.005308617
2016-07-14,0.005802243
2016-07-15,0.006705454
2016-07-16,0.006824807
2016-07-17,0.005929419
2016-07-18,0.005368938
2016-07-19,0.004869392
2016-07-20,0.004451939
2016-07-21,0.004058709
2016-07-22,0.003758445
2016-07-23,0.003467524
2016-07-24,0.003221567
2016-07-25,0.002892473
2016-07-26,0.002625024
2016-07-27,0.002525624
2016-07-28,0.002442306
2016-07-29,0.002455906
2016-07-30,0.00240976
2016-07-31,0.002585449
2016-08-01,0.002520459
2016-08-02,0.002493604
2016-08-03,0.002437281
2016-08-04,0.00240498
2016-08-05,0.002406328
2016-08-06,0.002523123
2016-08-07,0.002499769
2016-08-08,0.002500693
2016-08-09,0.003325121
2016-08-10,0.004293682
2016-08-11,0.005579033
2016-08-12,0.008308916
2016-08-13,0.012806295
2016-08-14,0.016806173
2016-08-15,0.019025803
2016-08-16,0.017801131
2016-08-17,0.015342004
2016-08-18,0.013086294
2016-08-19,0.011711002
2016-08-20,0.011984028
2016-08-21,0.011884362
2016-08-22,0.017560028
2016-08-23,0.02460306
2016-08-24,0.029032501
2016-08-25,0.030475044
2016-08-26,0.028783348
2016-08-27,0.040131552
2016-08-28,0.040881118
2016-08-29,0.036878493
2016-08-30,0.031486887
2016-08-31,0.026570522
2016-09-01,0.024228073
2016-09-02,0.024508307
2016-09-03,0.022857205
2016-09-04,0.021325561
2016-09-05,0.019371668
2016-09-06,0.017183775
2016-09-07,0.016230443
2016-09-08,0.014514816
2016-09-09,0.013078999
2016-09-10,0.012125325
2016-09-11,0.011619452
2016-09-12,0.011156071
2016-09-13,0.010185817
2016-09-14,0.009363278
2016-09-15,0.008726197
2016-09-16,0.008073803
2016-09-17,0.007483499
2016-09-18,0.007049081
2016-09-19,0.00670914
2016-09-20,0.006420333
2016-09-21,0.0062287
2016-09-22,0.006088904
2016-09-23,0.005963049
2016-09-24,0.005847555
2016-09-25,0.005680025
2016-09-26,0.005509657
2016-09-27,0.005424507
2016-09-28,0.00704475
2016-09-29,0.010651637
2016-09-30,0.018187425
2016-10-01,0.022396694
2016-10-02,0.023193514
2016-10-03,0.020900235
2016-10-04,0.018353214
2016-10-05,0.015976326
2016-10-06,0.014484595
2016-10-07,0.013479885
2016-10-08,0.012716633
2016-10-09,0.011878381
2016-10-10,0.011064772
2016-10-11,0.010328227
2016-10-12,0.009574293
2016-10-13,0.008928871
2016-10-14,0.008369031
2016-10-15,0.007902074
2016-10-16,0.007692505
2016-10-17,0.007594472
2016-10-18,0.007494092
2016-10-19,0.007352869
2016-10-20,0.007183219
2016-10-21,0.00697231
2016-10-22,0.006825541
2016-10-23,0.006739782
2016-10-24,0.006741213
2016-10-25,0.007275284
2016-10-26,0.007427162
2016-10-27,0.007427229
2016-10-28,0.007735272
2016-10-29,0.007604964
2016-10-30,0.007282787
2016-10-31,0.006895691
2016-11-01,0.00659752
2016-11-02,0.006393199
2016-11-03,0.006193526
2016-11-04,0.00592729
2016-11-05,0.005586101
2016-11-06,0.005347192
2016-11-07,0.005119337
2016-11-08,0.004917763
2016-11-09,0.004700998
2016-11-10,0.004568686
2016-11-11,0.004428378
2016-11-12,0.004258856
2016-11-13,0.004145953
2016-11-14,0.004087699
2016-11-15,0.005312953
2016-11-16,0.006020386
2016-11-17,0.007417475
2016-11-18,0.008334997
2016-11-19,0.009100228
2016-11-20,0.008870765
2016-11-21,0.011343932
2016-11-22,0.016656578
2016-11-23,0.029373304
2016-11-24,0.03793664
2016-11-25,0.040189098
2016-11-26,0.039224116
2016-11-27,0.035418448
2016-11-28,0.032075352
2016-11-29,0.02980564
2016-11-30,0.02835274
2016-12-01,0.026042638
2016-12-02,0.023670455
2016-12-03,0.021028521
2016-12-04,0.018567516
2016-12-05,0.01731599
2016-12-06,0.015432301
2016-12-07,0.013970364
2016-12-08,0.013304096
2016-12-09,0.01246821
2016-12-10,0.011308897
2016-12-11,0.009925772
2016-12-12,0.008697667
2016-12-13,0.00790632
2016-12-14,0.007348226
2016-12-15,0.006872283
2016-12-16,0.006435562
2016-12-17,0.006096049
2016-12-18,0.005911688
2016-12-19,0.006529271
2016-12-20,0.008585734
2016-12-21,0.008243023
2016-12-22,0.007636491
2016-12-23,0.007150333
2016-12-24,0.00696591
2016-12-25,0.006877647
2016-12-26,0.006748508
2016-12-27,0.005961102
2016-12-28,0.005506473
2016-12-29,0.005278819
2016-12-30,0.005395375
2016-12-31,0.005794149
2017-01-01,0.005549624
2017-01-02,0.005261464
2017-01-03,0.004942434
2017-01-04,0.004581713
2017-01-05,0.004167871
2017-01-06,0.003953208
2017-01-07,0.003892034
2017-01-08,0.003782773
2017-01-09,0.00369441
2017-01-10,0.003670184
2017-01-11,0.003702492
2017-01-12,0.003698781
2017-01-13,0.003609641
2017-01-14,0.003452355
2017-01-15,0.003283493
2017-01-16,0.003132202
2017-01-17,0.002953558
2017-01-18,0.002898722
2017-01-19,0.002931659
2017-01-20,0.002742425
2017-01-21,0.002627489
2017-01-22,0.002565744
2017-01-23,0.002538135
2017-01-24,0.002436758
2017-01-25,0.002418692
2017-01-26,0.002627484
2017-01-27,0.003088944
2017-01-28,0.00281706
2017-01-29,0.002639216
2017-01-30,0.002526476
2017-01-31,0.002401627
2017-02-01,0.002332127
2017-02-02,0.002295621
2017-02-03,0.002289288
2017-02-04,0.002274625
2017-02-05,0.002254883
2017-02-06,0.002174138
2017-02-07,0.002080436
2017-02-08,0.001948953
2017-02-09,0.001883228
2017-02-10,0.00187274
2017-02-11,0.001842824
2017-02-12,0.001893822
2017-02-13,0.00198008
2017-02-14,0.001963613
2017-02-15,0.001947799
2017-02-16,0.001978678
2017-02-17,0.001990282
2017-02-18,0.001977357
2017-02-19,0.002044624
2017-02-20,0.001999493
2017-02-21,0.001935784
2017-02-22,0.001975864
2017-02-23,0.001987318
2017-02-24,0.001936885
2017-02-25,0.001891172
2017-02-26,0.001845024
2017-02-27,0.001821655
2017-02-28,0.001823369
2017-03-01,0.001819622
2017-03-02,0.001785008
2017-03-03,0.001750024
2017-03-04,0.001660321
2017-03-05,0.001559535
2017-03-06,0.001460529
2017-03-07,0.001344036
2017-03-08,0.001428388
2017-03-09,0.00148698
2017-03-10,0.00151242
2017-03-11,0.001578875
2017-03-12,0.001574755
2017-03-13,0.001584283
2017-03-14,0.001789033
