TITLE: Water balance - stream discharge from Västrabäcken catchment, north-eastern Sweden
SITES STATION: Svartberget Research Station
TIME PERIOD: 2005-04-06 - 2023-11-17
TIME RESOLUTION: Daily
TIME ZONE: UTC +1
SAMPLING POINT: Västrabäcken, C2
LATITUDE: 64.251425
LONGITUDE: 19.777804
ALTITUDE: 237.6 m a.s.l.

FILE RETRIEVED FROM: https://data.fieldsites.se
DATA POLICY: SITES data is licensed under a Creative Commons Attribution 4.0 international license (http://creativecommons.org/licenses/by/4.0/).

COMMENTS: Equation: Q = A * SL^B [m3 s-1, m], for stream level data see CSV: https://meta.fieldsites.se/objects/QjxB15TFq8Eeq-gPCzJpRYOh, Document - Description V-notch weir station see PDF: SITES_WB-Q_SVB_VAB-C2_discharge-description_from_2005.pdf - https://meta.fieldsites.se/objects/E83a9LPleWK9C2VQDxjl5o2N, Catchment area 0.119 km2
Before 2012" gaps in data are caused by freezing over winter periods and removed sensor, Gaps are filled with NaNs. Heated dam house allowed continuous measurements from 2012 onwards."
Stream can fall dry during summer periods," therefore data is filled with NaNs as precise measurements cannot be conducted, see e.g. August 2014 and July/August 2018."


PARAMETERS AND UNITS: Q (m3 s-1)

PARAMETER AND COLUMN INFO:
TIMESTAMP - Time in [YYYY-MM-DD]
Q - discharge (m3 s-1), Daily average of 5 min sampling intervals, calculated from stream level data and V-notch weir dimensions
####
TIMESTAMP,Q
2007-08-24,0.000043166
2007-08-25,0.000126212
2007-08-26,0.000170959
2007-08-27,0.000202544
2007-08-28,0.000692955
2007-08-29,0.000581476
2007-08-30,0.000304173
2007-08-31,0.000187524
2007-09-01,0.000135970
2007-09-02,0.000133950
2007-09-03,0.000275770
2007-09-04,0.000585521
2007-09-05,0.000358471
2007-09-06,0.000219914
2007-09-07,0.000140562
2007-09-08,0.000109792
2007-09-09,0.000099499
2007-09-10,0.000106044
2007-09-11,0.000153546
2007-09-12,0.000227702
2007-09-13,0.000179012
2007-09-14,0.000141234
2007-09-15,0.000644119
2007-09-16,0.000569560
2007-09-17,0.003849146
2007-09-18,0.002830831
2007-09-19,0.001257118
2007-09-20,0.000817562
2007-09-21,0.000621286
2007-09-22,0.000512947
2007-09-23,0.000412660
2007-09-24,0.000389098
2007-09-25,0.000389098
2007-09-26,0.000538097
2007-09-27,0.000500183
2007-09-28,0.000401405
2007-09-29,0.000350241
2007-09-30,0.000322573
2007-10-01,0.000711023
2007-10-02,0.001112859
2007-10-03,0.000833545
2007-10-04,0.000661494
2007-10-05,0.000554594
2007-10-06,0.000469651
2007-10-07,0.000505225
2007-10-08,0.000613945
2007-10-09,0.000538550
2007-10-10,0.000428283
2007-10-11,0.000377843
2007-10-12,0.000359181
2007-10-13,0.000325548
2007-10-14,0.000358533
2007-10-15,0.000396413
2007-10-16,0.000396413
2007-10-17,0.000402274
2007-10-18,0.000382982
2007-10-19,0.000323884
2007-10-20,0.000295771
2007-10-21,0.000305684
2007-10-22,0.000322149
2007-10-23,0.000336833
2007-10-24,0.000337139
2007-10-25,0.000336786
2007-10-26,0.000332440
2007-10-27,0.000331077
2007-10-28,0.000332594
2007-10-29,0.000864085
2007-10-30,0.001031415
2007-10-31,0.000743399
2007-11-01,0.000623422
2007-11-02,0.000481392
2007-11-03,0.000444262
2007-11-04,0.000419422
2007-11-05,0.000418419
2007-11-06,0.000834824
2007-11-07,0.000876271
2007-11-08,0.000684298
2007-11-09,0.001332920
2007-11-10,0.001952413
2007-11-11,0.001190874
2007-11-12,0.000885683
2007-11-13,0.000763338
2007-11-14,0.000713777
2007-11-15,NaN
2007-11-16,NaN
2007-11-17,NaN
2007-11-18,NaN
2007-11-19,0.000496586
2007-11-20,0.000477393
2007-11-21,0.000471618
2007-11-22,0.000466149
2007-11-23,0.000465840
2007-11-24,NaN
2007-11-25,NaN
2007-11-26,NaN
2007-11-27,NaN
2007-11-28,NaN
2007-11-29,NaN
2007-11-30,NaN
2007-12-01,NaN
2007-12-02,NaN
2007-12-03,NaN
2007-12-04,NaN
2007-12-05,NaN
2007-12-06,0.000760923
2007-12-07,0.001673401
2007-12-08,0.003149062
2007-12-09,0.001752391
2007-12-10,0.001260859
2007-12-11,0.000886553
2007-12-12,0.000641971
2007-12-13,0.000465041
2007-12-14,0.000376283
2007-12-15,NaN
2007-12-16,NaN
2007-12-17,NaN
2007-12-18,0.000472861
2007-12-19,0.000528373
2007-12-20,0.000652593
2007-12-21,0.000957523
2007-12-22,0.000990796
2007-12-23,0.000883606
2007-12-24,0.000786144
2007-12-25,0.000703797
2007-12-26,NaN
2007-12-27,NaN
2007-12-28,NaN
2007-12-29,NaN
2007-12-30,NaN
2007-12-31,NaN
2008-01-01,NaN
2008-01-02,NaN
2008-01-03,NaN
2008-01-04,NaN
2008-01-05,NaN
2008-01-06,NaN
2008-01-07,NaN
2008-01-08,NaN
2008-01-09,NaN
2008-01-10,NaN
2008-01-11,NaN
2008-01-12,NaN
2008-01-13,NaN
2008-01-14,NaN
2008-01-15,NaN
2008-01-16,0.000520532
2008-01-17,0.001837202
2008-01-18,0.001935734
2008-01-19,0.001457706
2008-01-20,0.001121804
2008-01-21,0.000964265
2008-01-22,NaN
2008-01-23,NaN
2008-01-24,NaN
2008-01-25,NaN
2008-01-26,NaN
2008-01-27,NaN
2008-01-28,NaN
2008-01-29,NaN
2008-01-30,NaN
2008-01-31,NaN
2008-02-01,NaN
2008-02-02,NaN
2008-02-03,NaN
2008-02-04,NaN
2008-02-05,NaN
2008-02-06,NaN
2008-02-07,0.000741922
2008-02-08,0.000741708
2008-02-09,0.000736324
2008-02-10,NaN
2008-02-11,NaN
2008-02-12,NaN
2008-02-13,NaN
2008-02-14,NaN
2008-02-15,NaN
2008-02-16,NaN
2008-02-17,NaN
2008-02-18,NaN
2008-02-19,NaN
2008-02-20,NaN
2008-02-21,NaN
2008-02-22,NaN
2008-02-23,NaN
2008-02-24,NaN
2008-02-25,NaN
2008-02-26,NaN
2008-02-27,NaN
2008-02-28,NaN
2008-02-29,NaN
2008-03-01,NaN
2008-03-02,NaN
2008-03-03,NaN
2008-03-04,NaN
2008-03-05,NaN
2008-03-06,NaN
2008-03-07,NaN
2008-03-08,NaN
2008-03-09,NaN
2008-03-10,0.000218047
2008-03-11,0.000380353
2008-03-12,0.000383898
2008-03-13,0.000356837
2008-03-14,0.000323675
2008-03-15,0.000296429
2008-03-16,NaN
2008-03-17,NaN
2008-03-18,NaN
2008-03-19,NaN
2008-03-20,NaN
2008-03-21,NaN
2008-03-22,NaN
2008-03-23,NaN
2008-03-24,NaN
2008-03-25,NaN
2008-03-26,NaN
2008-03-27,NaN
2008-03-28,NaN
2008-03-29,NaN
2008-03-30,NaN
2008-03-31,NaN
2008-04-01,NaN
2008-04-02,NaN
2008-04-03,NaN
2008-04-04,NaN
2008-04-05,NaN
2008-04-06,NaN
2008-04-07,NaN
2008-04-08,NaN
2008-04-09,NaN
2008-04-10,NaN
2008-04-11,NaN
2008-04-12,NaN
2008-04-13,0.000199032
2008-04-14,0.000204004
2008-04-15,0.000194880
2008-04-16,0.000196516
2008-04-17,0.000205111
2008-04-18,0.000302670
2008-04-19,0.000504800
2008-04-20,0.000472795
2008-04-21,0.000430866
2008-04-22,0.000473871
2008-04-23,0.000603388
2008-04-24,0.000867014
2008-04-25,0.001335062
2008-04-26,0.001688942
2008-04-27,0.002344462
2008-04-28,0.003861558
2008-04-29,0.006928116
2008-04-30,0.009059367
2008-05-01,0.011585280
2008-05-02,0.013376448
2008-05-03,0.015613060
2008-05-04,0.016206287
2008-05-05,0.012937725
2008-05-06,0.009757889
2008-05-07,0.010240682
2008-05-08,0.009741707
2008-05-09,0.008915534
2008-05-10,0.006701384
2008-05-11,0.005177701
2008-05-12,0.004011776
2008-05-13,0.003223196
2008-05-14,0.002795206
2008-05-15,0.002508114
2008-05-16,0.002279447
2008-05-17,0.001997796
2008-05-18,0.001860122
2008-05-19,0.001804818
2008-05-20,0.001698248
2008-05-21,0.001543676
2008-05-22,0.001385423
2008-05-23,0.001255022
2008-05-24,0.001069049
2008-05-25,0.000976856
2008-05-26,0.000842896
2008-05-27,0.000707721
2008-05-28,0.000607743
2008-05-29,0.000511624
2008-05-30,0.000448553
2008-05-31,0.000386036
2008-06-01,0.000321484
2008-06-02,0.000268714
2008-06-03,0.000215566
2008-06-04,0.000169336
2008-06-05,0.000136813
2008-06-06,0.000100654
2008-06-07,0.000086122
2008-06-08,0.000077905
2008-06-09,0.000304335
2008-06-10,0.002152752
2008-06-11,0.001820811
2008-06-12,0.001063610
2008-06-13,0.001177520
2008-06-14,0.000921707
2008-06-15,0.000578080
2008-06-16,0.000477746
2008-06-17,0.000384851
2008-06-18,0.000309815
2008-06-19,0.000237568
2008-06-20,0.000212509
2008-06-21,0.000219221
2008-06-22,0.000192392
2008-06-23,0.000281469
2008-06-24,0.000591669
2008-06-25,0.000385299
2008-06-26,0.000271961
2008-06-27,0.000173621
2008-06-28,0.000111387
2008-06-29,0.000079979
2008-06-30,0.000059747
2008-07-01,0.000052630
2008-07-02,0.000093668
2008-07-03,0.000078115
2008-07-04,0.000037459
2008-07-05,0.000025435
2008-07-06,0.000013703
2008-07-07,0.000008290
2008-07-08,0.000005080
2008-07-09,0.000005900
2008-07-10,0.000003810
2008-07-11,0.000002612
2008-07-12,0.000001960
2008-07-13,NaN
2008-07-14,NaN
2008-07-15,0.000000524
2008-07-16,0.000001150
2008-07-17,NaN
2008-07-18,NaN
2008-07-19,NaN
2008-07-20,NaN
2008-07-21,0.000874343
2008-07-22,0.007512582
2008-07-23,0.002161671
2008-07-24,0.000876331
2008-07-25,0.000483319
2008-07-26,0.000293233
2008-07-27,0.000186654
2008-07-28,0.000120118
2008-07-29,0.000078237
2008-07-30,0.000049473
2008-07-31,0.001344607
2008-08-01,0.002197149
2008-08-02,0.000888574
2008-08-03,0.000496007
2008-08-04,0.000315459
2008-08-05,0.000215221
2008-08-06,0.000156048
2008-08-07,0.000576754
2008-08-08,0.001848378
2008-08-09,0.000845008
2008-08-10,0.001628709
2008-08-11,0.001338623
2008-08-12,0.001177187
2008-08-13,0.001428403
2008-08-14,0.002573865
2008-08-15,0.001162629
2008-08-16,0.000652023
2008-08-17,0.000455112
2008-08-18,0.000669144
2008-08-19,0.001405804
2008-08-20,0.001361798
2008-08-21,0.002647251
2008-08-22,0.004240604
2008-08-23,0.001769481
2008-08-24,0.001114838
2008-08-25,0.000858577
2008-08-26,0.000821346
2008-08-27,0.000935139
2008-08-28,0.001603008
2008-08-29,0.001148330
2008-08-30,0.001342497
2008-08-31,0.001611779
2008-09-01,0.000980297
2008-09-02,0.000769595
2008-09-03,0.000910529
2008-09-04,0.001268597
2008-09-05,0.001248417
2008-09-06,0.001098197
2008-09-07,0.000772011
2008-09-08,0.000605270
2008-09-09,0.000522118
2008-09-10,0.000490806
2008-09-11,0.000458645
2008-09-12,0.000432577
2008-09-13,0.000409266
2008-09-14,0.000394391
2008-09-15,0.000371770
2008-09-16,0.000363845
2008-09-17,0.000368277
2008-09-18,0.000355781
2008-09-19,0.000344402
2008-09-20,0.000333898
2008-09-21,0.000283911
2008-09-22,0.000258324
2008-09-23,0.000238195
2008-09-24,0.000208085
2008-09-25,0.000183946
2008-09-26,0.000214721
2008-09-27,0.000216232
2008-09-28,0.000212737
2008-09-29,0.000158006
2008-09-30,0.000139585
2008-10-01,0.000155873
2008-10-02,0.000841376
2008-10-03,0.000886221
2008-10-04,0.000876932
2008-10-05,0.002044136
2008-10-06,0.002807983
2008-10-07,0.001198837
2008-10-08,0.000790832
2008-10-09,0.000845884
2008-10-10,0.000965907
2008-10-11,0.001008732
2008-10-12,0.000991757
2008-10-13,0.000750309
2008-10-14,0.000660757
2008-10-15,0.000556078
2008-10-16,0.000511882
2008-10-17,0.002771875
2008-10-18,0.002461268
2008-10-19,0.001508446
2008-10-20,0.001286854
2008-10-21,0.002161140
2008-10-22,0.001490938
2008-10-23,0.001111475
2008-10-24,0.001066239
2008-10-25,0.001031285
2008-10-26,0.001151190
2008-10-27,0.001072058
2008-10-28,0.000933660
2008-10-29,0.000804934
2008-10-30,0.000748284
2008-10-31,0.000692786
2008-11-01,0.000653137
2008-11-02,NaN
2008-11-03,0.000548448
2008-11-04,0.000568136
2008-11-05,0.000572703
2008-11-06,0.000543276
2008-11-07,0.000549174
2008-11-08,0.000568997
2008-11-09,0.000618828
2008-11-10,0.001133625
2008-11-11,0.001372777
2008-11-12,0.001050952
2008-11-13,0.000859510
2008-11-14,0.000759602
2008-11-15,0.000704581
2008-11-16,NaN
2008-11-17,NaN
2008-11-18,NaN
2008-11-19,NaN
2008-11-20,NaN
2008-11-21,NaN
2008-11-22,NaN
2008-11-23,NaN
2008-11-24,NaN
2008-11-25,NaN
2008-11-26,NaN
2008-11-27,NaN
2008-11-28,NaN
2008-11-29,NaN
2008-11-30,NaN
2008-12-01,NaN
2008-12-02,NaN
2008-12-03,NaN
2008-12-04,NaN
2008-12-05,NaN
2008-12-06,NaN
2008-12-07,NaN
2008-12-08,NaN
2008-12-09,NaN
2008-12-10,NaN
2008-12-11,NaN
2008-12-12,NaN
2008-12-13,NaN
2008-12-14,NaN
2008-12-15,NaN
2008-12-16,NaN
2008-12-17,NaN
2008-12-18,NaN
2008-12-19,NaN
2008-12-20,NaN
2008-12-21,NaN
2008-12-22,NaN
2008-12-23,NaN
2008-12-24,NaN
2008-12-25,NaN
2008-12-26,NaN
2008-12-27,NaN
2008-12-28,NaN
2008-12-29,NaN
2008-12-30,NaN
2008-12-31,NaN
2009-01-01,0.000477486
2009-01-02,0.000430852
2009-01-03,0.000344941
2009-01-04,0.000268969
2009-01-05,0.000224148
2009-01-06,0.000233408
2009-01-07,0.000199034
2009-01-08,0.000171331
2009-01-09,0.000169537
2009-01-10,0.000169537
2009-01-11,0.000172766
2009-01-12,0.000186756
2009-01-13,0.000194327
2009-01-14,0.000185804
2009-01-15,0.000184287
2009-01-16,0.000182776
2009-01-17,0.000181273
2009-01-18,0.000179777
2009-01-19,0.000178288
2009-01-20,0.000176807
2009-01-21,0.000175333
2009-01-22,0.000173865
2009-01-23,0.000172405
2009-01-24,0.000170953
2009-01-25,0.000169507
2009-01-26,0.000168069
2009-01-27,0.000166638
2009-01-28,0.000165213
2009-01-29,0.000163796
2009-01-30,0.000162387
2009-01-31,0.000160984
2009-02-01,0.000159588
2009-02-02,0.000158199
2009-02-03,0.000156818
2009-02-04,0.000155443
2009-02-05,0.000154076
2009-02-06,0.000153286
2009-02-07,0.000152644
2009-02-08,0.000153281
2009-02-09,0.000153281
2009-02-10,0.000153281
2009-02-11,0.000142757
2009-02-12,0.000141380
2009-02-13,0.000150347
2009-02-14,0.000142736
2009-02-15,0.000172908
2009-02-16,0.000134169
2009-02-17,0.000118031
2009-02-18,0.000124761
2009-02-19,0.000118575
2009-02-20,0.000120210
2009-02-21,0.000134394
2009-02-22,0.000144114
2009-02-23,0.000139587
2009-02-24,0.000139397
2009-02-25,0.000126428
2009-02-26,0.000121729
2009-02-27,0.000121543
2009-02-28,0.000135959
2009-03-01,0.000122814
2009-03-02,0.000125727
2009-03-03,0.000130094
2009-03-04,0.000130897
2009-03-05,0.000127782
2009-03-06,0.000126634
2009-03-07,0.000125493
2009-03-08,0.000124358
2009-03-09,0.000123229
2009-03-10,0.000122106
2009-03-11,0.000120989
2009-03-12,0.000119878
2009-03-13,0.000118773
2009-03-14,0.000117673
2009-03-15,0.000116580
2009-03-16,0.000115493
2009-03-17,0.000114411
2009-03-18,0.000113336
2009-03-19,0.000112622
2009-03-20,NaN
2009-03-21,NaN
2009-03-22,NaN
2009-03-23,NaN
2009-03-24,NaN
2009-03-25,NaN
2009-03-26,NaN
2009-03-27,NaN
2009-03-28,0.000100616
2009-03-29,0.000101895
2009-03-30,0.000104766
2009-03-31,0.000099991
2009-04-01,0.000090494
2009-04-02,0.000085291
2009-04-03,0.000088595
2009-04-04,0.000088336
2009-04-05,0.000106008
2009-04-06,0.000112423
2009-04-07,0.000103337
2009-04-08,0.000104956
2009-04-09,0.000122443
2009-04-10,0.000137436
2009-04-11,0.000151351
2009-04-12,0.000168248
2009-04-13,0.000307506
2009-04-14,0.000472040
2009-04-15,0.000492656
2009-04-16,0.000336371
2009-04-17,0.000261243
2009-04-18,0.000268712
2009-04-19,0.000235186
2009-04-20,0.000196606
2009-04-21,0.000194667
2009-04-22,0.000237130
2009-04-23,0.000575164
2009-04-24,0.001632296
2009-04-25,0.003192098
2009-04-26,0.005187124
2009-04-27,0.006128991
2009-04-28,0.004882019
2009-04-29,0.004688716
2009-04-30,0.006150189
2009-05-01,0.008846962
2009-05-02,0.012831449
2009-05-03,0.011201472
2009-05-04,0.008342258
2009-05-05,0.007307814
2009-05-06,0.008970693
2009-05-07,0.006353918
2009-05-08,0.007791520
2009-05-09,0.005665244
2009-05-10,0.004470898
2009-05-11,0.003484082
2009-05-12,0.002765286
2009-05-13,0.002330311
2009-05-14,0.002051995
2009-05-15,0.001790692
2009-05-16,0.001592124
2009-05-17,0.001346241
2009-05-18,0.001213218
2009-05-19,0.001109899
2009-05-20,0.001069816
2009-05-21,0.001825896
2009-05-22,0.002718347
2009-05-23,0.001818173
2009-05-24,0.001417292
2009-05-25,0.001031229
2009-05-26,0.000838020
2009-05-27,0.001391077
2009-05-28,0.001016401
2009-05-29,0.000654383
2009-05-30,0.000547612
2009-05-31,0.000475984
2009-06-01,0.000399960
2009-06-02,0.000325779
2009-06-03,0.000348826
2009-06-04,0.000502906
2009-06-05,0.000351546
2009-06-06,0.000317073
2009-06-07,0.000292499
2009-06-08,0.000266872
2009-06-09,0.000219572
2009-06-10,0.000177311
2009-06-11,0.000220633
2009-06-12,0.000219815
2009-06-13,0.000177925
2009-06-14,0.000244827
2009-06-15,0.000497806
2009-06-16,0.000803350
2009-06-17,0.000336670
2009-06-18,0.000205375
2009-06-19,0.000145217
2009-06-20,0.000108927
2009-06-21,0.000081644
2009-06-22,0.000055839
2009-06-23,0.000038762
2009-06-24,0.000019861
2009-06-25,0.000010663
2009-06-26,0.000007510
2009-06-27,0.000005660
2009-06-28,0.000002430
2009-06-29,NaN
2009-06-30,NaN
2009-07-01,NaN
2009-07-02,NaN
2009-07-03,NaN
2009-07-04,NaN
2009-07-05,NaN
2009-07-06,NaN
2009-07-07,0.008672403
2009-07-08,0.002596656
2009-07-09,0.001115496
2009-07-10,0.002866120
2009-07-11,0.001689565
2009-07-12,0.000885427
2009-07-13,0.000659256
2009-07-14,0.000638928
2009-07-15,0.000430941
2009-07-16,0.000718972
2009-07-17,0.001900462
2009-07-18,0.000734230
2009-07-19,0.000408816
2009-07-20,0.000281461
2009-07-21,0.001920797
2009-07-22,0.002344247
2009-07-23,0.001184157
2009-07-24,0.002443027
2009-07-25,0.011777753
2009-07-26,0.006633257
2009-07-27,0.006811026
2009-07-28,0.003826255
2009-07-29,0.002344828
2009-07-30,0.001481389
2009-07-31,0.001190818
2009-08-01,0.001672370
2009-08-02,0.001345243
2009-08-03,0.001047658
2009-08-04,0.000830275
2009-08-05,0.000756528
2009-08-06,0.000840716
2009-08-07,0.000655655
2009-08-08,0.000497111
2009-08-09,0.000405841
2009-08-10,0.000348690
2009-08-11,0.000363226
2009-08-12,0.000689977
2009-08-13,0.000411198
2009-08-14,0.000277031
2009-08-15,0.000212586
2009-08-16,0.000729954
2009-08-17,0.000957601
2009-08-18,0.000451159
2009-08-19,0.000283195
2009-08-20,0.000212309
2009-08-21,0.000224534
2009-08-22,0.000207839
2009-08-23,0.000188704
2009-08-24,0.000148340
2009-08-25,0.000112065
2009-08-26,0.000100852
2009-08-27,0.000107719
2009-08-28,0.000112054
2009-08-29,0.000292316
2009-08-30,0.000285251
2009-08-31,0.000250810
2009-09-01,0.000170689
2009-09-02,0.000129435
2009-09-03,0.000137997
2009-09-04,0.000644954
2009-09-05,0.001412887
2009-09-06,0.001043916
2009-09-07,0.000617541
2009-09-08,0.000692391
2009-09-09,0.000700370
2009-09-10,0.000596882
2009-09-11,0.000348563
2009-09-12,0.000295200
2009-09-13,0.000260600
2009-09-14,0.000206029
2009-09-15,0.000177905
2009-09-16,0.000161593
2009-09-17,0.000141805
2009-09-18,0.000161670
2009-09-19,0.000291735
2009-09-20,0.000268897
2009-09-21,0.000224347
2009-09-22,0.000214960
2009-09-23,0.000205519
2009-09-24,0.000144538
2009-09-25,0.000135817
2009-09-26,0.000155030
2009-09-27,0.000147351
2009-09-28,0.000123446
2009-09-29,0.000129093
2009-09-30,0.000135817
2009-10-01,0.000135027
2009-10-02,0.000145182
2009-10-03,0.000163010
2009-10-04,0.000318290
2009-10-05,0.000579342
2009-10-06,0.000340907
2009-10-07,0.002153797
2009-10-08,0.001590545
2009-10-09,0.000856834
2009-10-10,0.000607604
2009-10-11,0.000503565
2009-10-12,0.000452273
2009-10-13,0.000411814
2009-10-14,0.000361579
2009-10-15,0.000355558
2009-10-16,0.001042973
2009-10-17,0.001377260
2009-10-18,0.000912633
2009-10-19,0.000752893
2009-10-20,0.000635348
2009-10-21,0.000548255
2009-10-22,0.000532016
2009-10-23,0.000549322
2009-10-24,0.000529903
2009-10-25,0.000519941
2009-10-26,0.000685958
2009-10-27,0.000733857
2009-10-28,0.000666742
2009-10-29,0.000555129
2009-10-30,0.000488314
2009-10-31,0.000447051
2009-11-01,0.000447276
2009-11-02,0.000464148
2009-11-03,0.000507116
2009-11-04,0.000475640
2009-11-05,0.000437238
2009-11-06,0.000411867
2009-11-07,0.000409947
2009-11-08,0.000389471
2009-11-09,0.000366716
2009-11-10,0.000349578
2009-11-11,0.000339402
2009-11-12,0.000323166
2009-11-13,0.000299750
2009-11-14,0.000281832
2009-11-15,0.000286043
2009-11-16,0.001171511
2009-11-17,0.002096847
2009-11-18,0.002236843
2009-11-19,0.001955870
2009-11-20,0.002404542
2009-11-21,0.004381471
2009-11-22,0.002499638
2009-11-23,0.004642723
2009-11-24,0.003325784
2009-11-25,0.003092026
2009-11-26,0.006345341
2009-11-27,0.003415723
2009-11-28,0.002358472
2009-11-29,0.001791602
2009-11-30,0.001658745
2009-12-01,0.001433019
2009-12-02,0.001142786
2009-12-03,NaN
2009-12-04,NaN
2009-12-05,NaN
2009-12-06,NaN
2009-12-07,NaN
2009-12-08,0.001493917
2009-12-09,0.001800329
2009-12-10,0.001801225
2009-12-11,0.001600597
2009-12-12,0.001355981
2009-12-13,0.001190251
2009-12-14,NaN
2009-12-15,NaN
2009-12-16,NaN
2009-12-17,NaN
2009-12-18,NaN
2009-12-19,NaN
2009-12-20,NaN
2009-12-21,NaN
2009-12-22,NaN
2009-12-23,NaN
2009-12-24,NaN
2009-12-25,NaN
2009-12-26,NaN
2009-12-27,NaN
2009-12-28,NaN
2009-12-29,NaN
2009-12-30,NaN
2009-12-31,NaN
2010-01-01,NaN
2010-01-02,NaN
2010-01-03,NaN
2010-01-04,NaN
2010-01-05,NaN
2010-01-06,NaN
2010-01-07,NaN
2010-01-08,NaN
2010-01-09,NaN
2010-01-10,NaN
2010-01-11,NaN
2010-01-12,NaN
2010-01-13,NaN
2010-01-14,NaN
2010-01-15,NaN
2010-01-16,NaN
2010-01-17,NaN
2010-01-18,NaN
2010-01-19,NaN
2010-01-20,NaN
2010-01-21,NaN
2010-01-22,NaN
2010-01-23,NaN
2010-01-24,NaN
2010-01-25,NaN
2010-01-26,NaN
2010-01-27,NaN
2010-01-28,NaN
2010-01-29,NaN
2010-01-30,NaN
2010-01-31,NaN
2010-02-01,NaN
2010-02-02,NaN
2010-02-03,NaN
2010-02-04,NaN
2010-02-05,NaN
2010-02-06,NaN
2010-02-07,NaN
2010-02-08,NaN
2010-02-09,NaN
2010-02-10,NaN
2010-02-11,NaN
2010-02-12,NaN
2010-02-13,NaN
2010-02-14,NaN
2010-02-15,NaN
2010-02-16,NaN
2010-02-17,NaN
2010-02-18,NaN
2010-02-19,NaN
2010-02-20,NaN
2010-02-21,NaN
2010-02-22,NaN
2010-02-23,NaN
2010-02-24,NaN
2010-02-25,NaN
2010-02-26,NaN
2010-02-27,NaN
2010-02-28,NaN
2010-03-01,NaN
2010-03-02,NaN
2010-03-03,NaN
2010-03-04,NaN
2010-03-05,NaN
2010-03-06,NaN
2010-03-07,NaN
2010-03-08,NaN
2010-03-09,NaN
2010-03-10,NaN
2010-03-11,NaN
2010-03-12,NaN
2010-03-13,NaN
2010-03-14,NaN
2010-03-15,NaN
2010-03-16,NaN
2010-03-17,NaN
2010-03-18,NaN
2010-03-19,NaN
2010-03-20,NaN
2010-03-21,NaN
2010-03-22,NaN
2010-03-23,NaN
2010-03-24,NaN
2010-03-25,NaN
2010-03-26,NaN
2010-03-27,NaN
2010-03-28,NaN
2010-03-29,NaN
2010-03-30,NaN
2010-03-31,NaN
2010-04-01,NaN
2010-04-02,NaN
2010-04-03,NaN
2010-04-04,NaN
2010-04-05,NaN
2010-04-06,NaN
2010-04-07,NaN
2010-04-08,NaN
2010-04-09,NaN
2010-04-10,NaN
2010-04-11,NaN
2010-04-12,NaN
2010-04-13,NaN
2010-04-14,NaN
2010-04-15,NaN
2010-04-16,NaN
2010-04-17,NaN
2010-04-18,NaN
2010-04-19,NaN
2010-04-20,NaN
2010-04-21,NaN
2010-04-22,NaN
2010-04-23,NaN
2010-04-24,NaN
2010-04-25,NaN
2010-04-26,0.001456433
2010-04-27,0.001718717
2010-04-28,0.002239412
2010-04-29,0.001811962
2010-04-30,0.001966600
2010-05-01,0.003156597
2010-05-02,0.003973769
2010-05-03,0.003142721
2010-05-04,0.002784186
2010-05-05,0.002963055
2010-05-06,0.002943073
2010-05-07,0.003243507
2010-05-08,0.003971216
2010-05-09,0.005016100
2010-05-10,0.005619364
2010-05-11,0.007033288
2010-05-12,0.007401664
2010-05-13,0.014426795
2010-05-14,0.024260678
2010-05-15,0.015803375
2010-05-16,0.009574368
2010-05-17,0.006333549
2010-05-18,0.004640662
2010-05-19,0.003725558
2010-05-20,0.003024118
2010-05-21,0.002597497
2010-05-22,0.002226502
2010-05-23,0.001978625
2010-05-24,0.001658198
2010-05-25,0.001983357
2010-05-26,0.001928083
2010-05-27,0.001595605
2010-05-28,0.001348636
2010-05-29,0.001825753
2010-05-30,0.001829732
2010-05-31,0.001247786
2010-06-01,0.000947858
2010-06-02,0.000817848
2010-06-03,0.001027502
2010-06-04,0.001077356
2010-06-05,0.000730528
2010-06-06,0.000619611
2010-06-07,0.000569145
2010-06-08,0.000491344
2010-06-09,0.000421687
2010-06-10,0.000377850
2010-06-11,0.000318992
2010-06-12,0.000220203
2010-06-13,0.000226209
2010-06-14,0.000379844
2010-06-15,0.000832944
2010-06-16,0.000526256
2010-06-17,0.000318793
2010-06-18,0.000442743
2010-06-19,0.001827764
2010-06-20,0.003222725
2010-06-21,0.001415802
2010-06-22,0.000813786
2010-06-23,0.000543935
2010-06-24,0.000391931
2010-06-25,0.000292582
2010-06-26,0.000277231
2010-06-27,0.000212792
2010-06-28,0.000146070
2010-06-29,0.000107402
2010-06-30,0.000086905
2010-07-01,0.000271934
2010-07-02,0.000287407
2010-07-03,0.000137354
2010-07-04,0.000079156
2010-07-05,0.000059483
2010-07-06,0.000048854
2010-07-07,0.000026132
2010-07-08,0.000018751
2010-07-09,0.000017749
2010-07-10,0.000013652
2010-07-11,0.000013247
2010-07-12,0.000009480
2010-07-13,0.000012953
2010-07-14,0.000017771
2010-07-15,0.000008960
2010-07-16,0.000009390
2010-07-17,0.000007120
2010-07-18,0.000005320
2010-07-19,0.000002320
2010-07-20,0.000001626
2010-07-21,NaN
2010-07-22,NaN
2010-07-23,0.000000526
2010-07-24,NaN
2010-07-25,NaN
2010-07-26,0.000010268
2010-07-27,0.006930295
2010-07-28,0.002106424
2010-07-29,0.000847524
2010-07-30,0.001487206
